,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
79677,MKmxhIHTdJduU0FFMRdfqA,"""Bishop's Corner Café""",,"""4701 Campbells Run Rd""",Pittsburgh,PA,15205,40.430690999999996,-80.1350444,4.5,11,1,nightlife
79696,aSRjuwkFPZDPbLAAdJbrjg,"""Sewickley Public Library""",Sewickley,"""500 Thorn St""",Sewickley,PA,15143,40.5387645,-80.18146490000001,5.0,4,1,public services & government
79723,5vpMTDaAkpu9PBW1psG_RA,"""E R Automotive""",Avalon,"""547 California Ave""",Avalon,PA,15202,40.501967900000004,-80.0695242,5.0,4,1,automotive
79744,GEpavUjzVf5ATsGYkPu0WA,"""Orbis Caffe""",,"""675 Washington Rd""",Pittsburgh,PA,15228,40.381100700000005,-80.0443322,3.5,44,1,food
79791,EVGb5vclXDZTgkWwbrNGYQ,"""Hampton Inn Pittsburgh-West Mifflin""",,"""1550 Lebanon Church Rd""",Pittsburgh,PA,15236,40.346485799999996,-79.9540115,4.0,13,1,hotels & travel
79817,9idqxp27m53_05Y1_0g4yg,"""Nails One""",,"""880 Butler St, Ste 6""",Pittsburgh,PA,15223,40.5115591,-79.9451123,5.0,3,1,nail salons
79886,sHjF9hvB0qJ-Jiyq-NyJJA,"""AT&T""",Downtown,"""500 Grant St, One Mellon Center, Fl 1 Ste 115""",Pittsburgh,PA,15219,40.4396782,-79.9959316,3.0,6,1,mobile phones
79897,khRo2a5OaIjumox-tkg3GA,"""61B Cafe""",,"""1108 S Braddock Ave""",Pittsburgh,PA,15218,40.432353973400005,-79.8940734863,3.5,36,1,bakeries
79911,stD-LTFFwlmBdzU-0aBntw,"""Little Nipper's Pizza II""",Oakland,"""216 N Craig St""",Pittsburgh,PA,15213,40.4506317353,-79.9510331983,3.5,37,1,restaurants
79922,jQ6OvFP4ydnqPmfZVB0RJA,"""Weinstein Imaging Associates""",,"""1910 Cochran Rd, Ste 740""",Pittsburgh,PA,15220,40.563836,-80.024215,3.5,3,1,medical centers
79926,TkGw8tXrDWF_nJRPIHO6EQ,"""BNY Mellon Green""",Downtown,"""Grant St""",Pittsburgh,PA,15219,40.4407829242,-79.9959410727,4.0,4,1,active life
79982,sImYis6i8Ixl_bMjQVpdSA,"""Penn Fixture & Supply Co""",Strip District,"""2800 Penn Ave""",Pittsburgh,PA,15222,40.4568643,-79.975173,3.5,8,1,shopping
79993,ul5kS0CmBhCud72B6S3deg,"""Fallas Stores""",,"""1763 S Braddock Ave""",Pittsburgh,PA,15218,40.4276413,-79.8879257,1.5,3,1,fashion
79998,TWBwBCuy0Ah4XfAQVj5MRA,"""Paragon Dental""",,"""12590 Perry Hwy, Ste 100""",Wexford,PA,15090,40.6375154,-80.0629881,5.0,3,1,cosmetic dentists
80019,HXO83D4b_LzkDQEQIYB_XQ,"""Domino's Pizza""",,"""3300A Saw Mill Run Blvd""",Brentwood,PA,15227,40.3753450356,-79.9836302319,2.5,5,1,sandwiches
80028,CUi46lF0HFO4h34lD4ff7A,"""Beer Minimum""",,"""11689 Penn Hills Dr""",Pittsburgh,PA,15235,40.46532,-79.826251,4.0,4,1,beer
80047,92rpAUG_KI8lndU5obe1Uw,"""JJ Land Company""",East Liberty,"""5738 Baum Blvd""",Pittsburgh,PA,15206,40.45851,-79.9323128,2.5,15,1,home services
80055,wayqhsppiye7lU3Ml_OzBg,"""Crazy Mocha Coffee Company""",Downtown,"""2 Ppg Pl, Ste 17""",Pittsburgh,PA,15222,40.4404911,-80.0033204,3.5,3,1,food
80056,XuVosWbOWI8I2bLNS7oYyA,"""Embassy Suites by Hilton Pittsburgh Downtown""",Downtown,"""535 Smithfield St""",Pittsburgh,PA,15222,40.4413521,-79.99801740000001,3.5,30,1,hotels
80102,qc8MIZVOQkZ2VvnUs64Brw,"""Sweet and Sassy""",,"""301 S Hills Village Mall, Ste 1000""",Pittsburgh,PA,15241,40.3426227,-80.0561704,4.5,3,1,beauty & spas
80114,EjBT8CEclgzp2djwjmRdGg,"""Picture People""",,"""Ross Park Mall, 1000 Ross Park Mall Dr, BO3C""",Pittsburgh,PA,15237,40.538969099999996,-80.0077114,2.0,5,1,photography stores & services
80120,W4mxYtXcsmvCDAZ6LnFcbQ,"""Alto Lounge""",Shadyside,"""728 Copeland St""",Pittsburgh,PA,15232,40.4511071,-79.9350265,2.5,4,1,lounges
80133,BiGJEC4WxcoW578wi1UBMw,"""Pure Barre - Pittsburgh Mt. Lebanon""",,"""1612 Cochran Rd""",Pittsburgh,PA,15220,40.391551142800004,-80.0599469411,5.0,6,1,fitness & instruction
80138,uXft-y53ujmlAt0SH-5KYg,"""Lindos Restaurant""",North Side,"""947 Western Ave""",Pittsburgh,PA,15233,40.45148820000001,-80.018326,3.5,42,1,burgers
80175,3rgG4SItk9h-soFAeTvHlg,"""Lenzner Tour and Travel""",,"""110 Lenzner Ct""",Sewickley,PA,15143,40.5535979,-80.10718840000001,2.5,3,1,transportation
80181,9_B3nY3KlHW1WDvOeMk9GA,"""The Other Place""",,"""2500 Swallow Hill Rd""",Pittsburgh,PA,15243,40.390527,-80.074453,4.5,17,1,pizza
80256,0PtNw7RgF4JFcPyP-LqZ_Q,"""Joe & Pie Cafe Pizzeria""",,"""1621 S Braddock Ave""",Pittsburgh,PA,15218,40.426893799999995,-79.8878163,3.5,27,1,cafeteria
80266,-WVF5DKZeEWlMK8Cucto-A,"""Savoy""",Strip District,"""2623 Penn Ave""",Pittsburgh,PA,15222,40.4554975,-79.9780389,3.5,124,1,wine bars
80267,iY35AnV-Rf4nY81qkiMLag,"""Little Bangkok In the Strip""",Strip District,"""1906 Penn Ave""",Pittsburgh,PA,15222,40.4507332,-79.9840548,4.0,111,1,restaurants
80277,InE6wV7onXpC0-RwHGukIg,"""Albert's Lounge""",Dormont,"""2856 Broadway Ave""",Dormont,PA,15216,40.3977871,-80.0358083,3.5,11,1,dive bars
80285,sC2R8zbTG7UpFN6EyStUWg,"""Subway""",,"""4400 Old William Penn Hwy, Ste 12""",Monroeville,PA,15146,40.445262899999996,-79.7648434,1.5,3,1,fast food
80305,a7xD9CEepfivEZAKrCEPbw,"""Wendy's""",Lawrenceville,"""4001 Butler St""",Pittsburgh,PA,15201,40.4691075,-79.9623256,2.5,19,1,fast food
80327,iSgaX_zTLIjNYJJHK3_wNg,"""G.I.Haul""",Shadyside,"""4716 Ellsworth Ave""",Pittsburgh,PA,15213,40.4484504,-79.9468225,5.0,8,1,junk removal & hauling
80343,qX9dJb-xCLZBCS-IlXv8Ng,"""Tiki Lounge""",South Side,"""2003 E Carson St""",Pittsburgh,PA,15203,40.4287658,-79.9773699,3.0,72,1,lounges
80362,km8B__vM2X2ML7txqWzF4A,"""Enterprise Rent-A-Car""",,"""5604 University Blvd""",Moon Township,PA,15108,40.524134000000004,-80.21522,3.5,10,1,car rental
80373,X-b4-QvZLENnf3yFwhpSXQ,"""PNC Park""",North Side,"""115 Federal St""",Pittsburgh,PA,15272,40.4468988089,-80.0056874047,4.5,449,1,arts & entertainment
80405,g3iEUbELALvSi5c5yc8auw,"""Leonard Labriola's Foods""",,"""121 Hulton Rd""",Pittsburgh,PA,15235,40.4845581055,-79.8208694458,5.0,5,1,grocery
80409,TKCUWxvknp5wAyqeOlCrVQ,"""Edible Arrangements""",,"""6506 Steubenville Pike""",Pittsburgh,PA,15205,40.449236600000006,-80.15982340000001,4.0,4,1,specialty food
80454,3jLW_E1zHTld1lP8lH9DJQ,"""Goodwill Industries of Pittsburgh""",,"""1210 Pittsburgh St""",Cheswick,PA,15024,40.54104829999999,-79.8035063,4.0,5,1,specialty schools
80496,tSaJQdFJVJh5nYgJUtTHBQ,"""Goodwill of Southwestern Pennsylvania""",Shadyside,"""5993 Centre Ave""",Pittsburgh,PA,15206,40.4598705,-79.9255868,2.0,12,1,community service/non-profit
80532,zStrtfesb610i8otA6mIJQ,"""Valvoline Instant Oil Change""",,"""4386 William Penn Hwy""",Murrysville,PA,15668,40.4270402,-79.68141290000001,4.0,8,1,automotive
80534,cP3TB4SzCiMXU0Q_e2jxlQ,"""Boyce Park""",,"""675 Old Frankstown Rd""",Pittsburgh,PA,15239,40.4605244998,-79.74744841649999,5.0,7,1,parks
80545,pVx6DHah5GgEPNOioUZlKQ,"""Subway""",,"""9805 McKnight Rd""",Pittsburgh,PA,15237,40.5848602,-80.0406611,3.5,3,1,restaurants
80549,iMkmThdmq4pgUu3MQNeOkA,"""Elliott's Back Street Barbeque""",,"""3006 N Lewis Run Rd""",Clairton,PA,15025,40.311557,-79.9374969,3.5,21,1,restaurants
80562,uTkueYfVShjlkWHFxn_gFA,"""Extreme Fitness 2""",,"""2101 Greentree Rd, Ste B201""",Pittsburgh,PA,15220,40.3903858,-80.0708968,2.5,6,1,fitness & instruction
80565,cAnKY9OCs1qM3DT9yzTOPw,"""KNK Electric""",,"""2444 Scott St""",Swissvale,PA,15218,40.415713700000005,-79.87967540000001,4.0,15,1,electricians
80594,kJZbI8Va6Lvr7JRmf6u2FA,"""Mustin Chiropractic Clinic PC""",,"""69 N Wren Dr""",Pittsburgh,PA,15243,40.378209999999996,-80.06930600000001,3.5,3,1,health & medical
80665,DOQ3Hk5Rhjo9ZzPUDHYnuA,"""Owl Cleaners""",,"""100 Vip Dr""",Wexford,PA,15090,40.616699600000004,-80.09280840000001,2.5,3,1,sewing & alterations
80668,S6tWtTti0zq3slw9xMFRjA,"""B Salon+bar""",South Side,"""68 S 12th St""",Pittsburgh,PA,15203,40.428476399999994,-79.9866273,4.5,58,1,mens hair salons
80671,ldBC1zTkvZjaktAiN0RA2g,"""Walgreens""",Shadyside,"""5956 Penn Cir S""",Pittsburgh,PA,15206,40.4592997,-79.9265915,2.5,6,1,cosmetics & beauty supply
80675,m4cp2Nz1rvFmdJkYEIqsKg,"""Fine Wine & Good Spirits - Premium Collection""",Homestead,"""The Waterfront, 330 East Waterfront Dr""",Homestead,PA,15120,40.411934499999994,-79.9118027,4.5,7,1,arts & entertainment
80686,k0oEwE31kjx8r5G0OqyP_A,"""White Orchid""",,"""4907 Clairton Blvd""",Pittsburgh,PA,15236,40.349156799999996,-79.97524809999999,3.5,5,1,bridal
80761,3Sm8GncbpIwnCE2M55TIbA,"""Fox's Pizza Den""",,"""3356 Route 130""",Harrison City,PA,15636,40.3555148,-79.6514069,3.0,3,1,pizza
80802,ETS2udCtGhCQVEOiQ5M6wA,"""Pittsburgh Fitness Project""",Lawrenceville,"""5500 Butler St""",Pittsburgh,PA,15201,40.4834344,-79.9489214,5.0,5,1,massage therapy
80819,l5PuzGq6hETve3H06tKjVA,"""McDonald's""",Knoxville,"""624 Brownsville Rd""",Mt. Oliver Boro,PA,15210,40.410146999999995,-79.990825,2.5,4,1,restaurants
80837,r-Ey-JnNr2AI_mPJs80Eeg,"""Wylie Holdings""",Lawrenceville,"""5170 Butler St""",Pittsburgh,PA,15201,40.4801833,-79.9543632,4.5,7,1,property management
80856,d9VoaIeHTt1t2H6n_jPZAg,"""Laurel Gardens Tire Service""",,"""163 6th Ave""",Pittsburgh,PA,15229,40.5259954,-80.02206149999999,3.5,10,1,automotive
80872,6HQDB-FQlloN7p8MHqSveQ,"""Top O' The Mornin' Donut & Coffee Shop""",,"""111 S 2nd Ave""",Elizabeth,PA,15037,40.2729529748,-79.88736269729999,4.5,11,1,sandwiches
80889,7Nz_04fXn8L-u5L6hyLGvQ,"""Arby's""",Bellevue,"""4260 Ohio River Blvd""",Pittsburgh,PA,15202,40.48767410000001,-80.055667,2.5,7,1,fast food
80898,p3Bm-m-crbxrM4rl9ooy3g,"""Dent Repair Now""",,"""137 Ohare Rd""",Canonsburg,PA,15317,40.2912409,-80.2070543,5.0,16,1,automotive
80923,E7uNwsJLwcK7C3-5KPEhbQ,"""Cocina Latina""",,"""528 Clever Rd""",McKees Rocks,PA,15136,40.4661258,-80.13596009999999,4.5,5,1,restaurants
80928,3ybsKWA03f16v4OPC0jApg,"""Wings & a Prayer""",,"""7543 Roslyn St""",Pittsburgh,PA,15218,40.4201684,-79.88481379999999,5.0,3,1,barbeque
80993,zR8n9zX3AMcksUI641DjfQ,"""Deli On North Avenue""",North Side,"""4 E North Ave""",Pittsburgh,PA,15212,40.4556652,-80.00635059999999,4.5,22,1,delis
81009,XGdgYagiqxTKbkd5vRtTVg,"""Rite Aid""",,"""2336 Ardmore Blvd""",Pittsburgh,PA,15221,40.415202,-79.849009,4.5,6,1,convenience stores
81038,oOo7b2D2uHCOsy9Xczf0uw,"""Silver Star Meats""",,"""1720 Middletown Rd""",Mc Kees Rocks,PA,15136,40.4681261,-80.0842569,3.5,3,1,restaurants
81089,e-iVRNr4ag9aKOR9j_5ArQ,"""Red Roof PLUS+ Pittsburgh South - Airport""",,"""6404 Steubenville Pike""",Pittsburgh,PA,15205,40.4491209,-80.15721529999999,2.5,25,1,hotels
81106,XJKrUoGS85kgGrGGvsaIgw,"""Pnc Bank""",Oakland,"""4022 5th Ave""",Pittsburgh,PA,15213,40.443794392600005,-79.9560623249,3.5,3,1,banks & credit unions
81107,N1YxgaYtAHsza03f1ws28A,"""Concentra Medical Center""",Oakland,"""120 Lytton Ave""",Pittsburgh,PA,15213,40.4463709,-79.95494649999999,2.0,4,1,medical centers
81114,3clNGTYOHTnDUZPUnihL3g,"""SIX16 Body Piercing""",Lawrenceville,"""4417 Butler St""",Pittsburgh,PA,15201,40.472074,-79.9596771,5.0,41,1,shopping
81123,MD6nYUwfGipi7DSi4gKtqQ,"""Eikon""",,"""2634 Brandt School Rd""",Wexford,PA,15090,40.61564,-80.0928382,4.5,16,1,beauty & spas
81161,2qsAH0x02CkG96Ig7OrRjA,"""Epiphany Church""",Downtown,"""184 Washington Pl""",Pittsburgh,PA,15219,40.4399588,-79.9907635,4.0,5,1,religious organizations
81178,JX4FbGhaV0EzAESPCQZGBA,"""Pizza Rio""",,"""26 W Pike St""",Canonsburg,PA,15317,40.2587124,-80.1872526,3.5,30,1,pizza
81209,-Ewxv_Wc1uQzJQQBeQJWyA,"""McDonald's""",,"""Raceway Plz""",Carnegie,PA,15106,40.3868915,-80.0937037,1.5,8,1,burgers
81216,aAiR_K1z4sqvGVhqkr9HDg,"""Kenny Ross Subaru""",,"""11299 Rte 30""",North Huntingdon,PA,15642,40.329060999999996,-79.729324,4.5,18,1,car dealers
81218,mzHAaFg-EqBrk_kLmRgiHg,"""Facile Movers""",North Side,"""515 E Ohio St""",Pittsburgh,PA,15212,40.4533914,-80.0000278,4.5,19,1,home services
81220,-otohCvMXppu5ZUa7kEVjg,"""380 Auction Discount Warehouse""",,"""4320 Fairview Dr""",Murrysville,PA,15668,40.498905,-79.686213,4.0,9,1,shopping
81228,R17QDGakxg9tewmuqGWKQw,"""Goodwill Store & Donation Center""",,"""4101 Gibsonia Rd""",Gibsonia,PA,15044,40.6336157456,-79.935496422,4.0,4,1,education
81249,DuUksv9EDj3agIMysRgYlw,"""Hot Topic""",,"""301 Hills Village""",Pittsburgh,PA,15241,40.3431797,-80.0564538,3.5,5,1,shopping
81253,4ewTBh07WCsp8SumYwgDMw,"""Jack Lafferty's Truck Parts""",Strip District,"""3120 Smallman St""",Pittsburgh,PA,15201,40.460768,-79.97128199999999,3.5,3,1,auto parts & supplies
81257,CtrYXY3eamOsfxmtAw43gQ,"""Kohl's""",,"""4000 Oxford Dr""",Bethel Park,PA,15102,40.34689,-80.051363,2.5,6,1,womens clothing
81269,zKwzMHiufpQ3bRAA7R7f8w,"""Mambo Italia""",Sewickley,"""424 Broad St""",Sewickley,PA,15143,40.539676299999996,-80.1806747,3.5,82,1,restaurants
81270,t6LKeb5gNSeqri1JqOPZow,"""Subway""",,"""11667 Penn Hills Dr""",Pittsburgh,PA,15235,40.4655015,-79.8268493,4.5,3,1,sandwiches
81325,qNRyP8ItRICZOnKS4jf5ig,"""The Bagel Factory""",Oakland,"""420 S Craig St""",Pittsburgh,PA,15213,40.4445302592,-79.9488186836,2.0,167,1,coffee & tea
81331,6yGSXuQdqsLiOZkOmd1Jsg,"""Hot Shots South Park Saloon""",,"""4099 Brownsville Rd""",Library,PA,15129,40.286439,-80.0198172,3.0,11,1,restaurants
81365,wqghLqYOmlJHa_EEV45z3g,"""David's Shoes""",East Liberty,"""6017 Penn Ave""",Pittsburgh,PA,15206,40.4610658,-79.9237651,4.5,3,1,fashion
81368,G6WGIx0y85tCI8wCxTFGXQ,"""Monte Cello's Pizza""",,"""10441 Perry Hwy""",Wexford,PA,15090,40.6068339,-80.052499,3.0,26,1,pizza
81380,lSXICOY3Z0cumuwpJEco0A,"""Ideal Image Pittsburgh""",,"""1934 Park Manor Drive""",Pittsburgh,PA,15205,40.4545922458,-80.1679907196,4.0,10,1,beauty & spas
81388,z7ns1g4S82kaBdIAC_RMRw,"""Subway""",,"""1000 Airport Blvd""",Pittsburgh,PA,15231,40.4949534733,-80.2450747058,3.0,5,1,sandwiches
81419,J9WkSGki4Re7BblKRzyPHQ,"""Pleasant Valley Veterinary Clinic""",,"""211 E McMurray Rd""",Mc Murray,PA,15317,40.271868700000006,-80.12401609999999,5.0,5,1,veterinarians
81421,9xweM3L_Wva9wOctUeABeA,"""Taco Bell""",,"""807 W View Park Dr""",Pittsburgh,PA,15229,40.5171366,-80.03221140000001,2.5,4,1,mexican
81463,Ac-DbrST8bF9Cpge5D9_Cg,"""Pho Kim 88""",,"""4100 Library Rd""",Pittsburgh,PA,15234,40.360617700000006,-80.02910279999999,4.0,126,1,restaurants
81508,wmniELU7g_Yj97V0GEhi9A,"""Sheetz""",,"""4723 William Penn Hwy""",Monroeville,PA,15146,40.4348435597,-79.7327556834,3.5,3,1,gas stations
81524,cXqG9kAM9zF9jmmiiE4eCA,"""Allegheny Veterinary Associates""",,"""9450 Perry Hwy""",Pittsburgh,PA,15237,40.579124,-80.0376326,4.0,9,1,pets
81552,VieHNwB0lXAHYYlT0r2x6Q,"""Garden of Eating Pizzeria""",,"""7900 Steubenville Pike""",Imperial,PA,15126,40.440723,-80.22787199999999,4.0,18,1,american (new)
81587,Uxjr17Us80sEhKCQxJch8A,"""Jennuine Cakes & Cafe""",,"""4003 Saltsburg Rd""",Murrysville,PA,15668,40.4908467,-79.6948515,5.0,11,1,event planning & services
81595,BzXtEUHu86ju9ttE-X3saw,"""Ambridge Italian Villa""",,"""1710 Duss Ave""",Ambridge,PA,15003,40.600221399999995,-80.22601949999999,3.5,18,1,italian
81647,mKoi3QV2d45Qm3iWt1aa3w,"""The Doner Kebab House""",Oakland,"""424 Semple St""",Pittsburgh,PA,15213,40.4364494,-79.9544242,3.5,4,1,restaurants
81657,jxvWczW1leowrmU3WcDmvg,"""East Side Laser Center""",East Liberty,"""5770 Baum Blvd, Ste 200""",Pittsburgh,PA,15206,40.458818900000004,-79.9313121,4.0,4,1,beauty & spas
81658,UHjSCOmkF2o3YBT2B9vRuQ,"""Goodwill Outlet Store""",,"""294 Lincoln Hwy""",North Versailles,PA,15137,40.38576,-79.826927,3.5,6,1,convenience stores
81676,sQgyIZq8F4lG87K_zT3Sxg,"""Redd's BarberShop""",,"""3611 Brownsville Rd""",Pittsburgh,PA,15227,40.3736944391,-79.9753623149,5.0,9,1,hair salons
81684,TUbnEXJg1pYtrtvgxymVjw,"""Hair Friends""",Oakland,"""116 Oakland Ave""",Pittsburgh,PA,15213,40.441741,-79.9574559,4.5,17,1,hair salons
81702,DDIltKm4mKzu3AMG6E9OBg,"""Hi-Tech Auto Care""",Lawrenceville,"""6311 Butler St""",Pittsburgh,PA,15201,40.4891985,-79.93560459999999,2.5,3,1,automotive
81707,LfqiV3q7aN3bXD-88pPF2g,"""DICK'S Sporting Goods""",,"""830 Providence Blvd""",McCandless Township,PA,15237,40.569342999999996,-80.019963,4.0,3,1,sporting goods
81733,Hqnb4hwfrreszzvlzNjadA,"""Bellevue Diner""",Bellevue,"""513 Lincoln Ave""",Bellevue,PA,15202,40.495612,-80.056229,3.5,18,1,restaurants
81752,RLXFspt_qIDkqL_rVZDErg,"""Pittsburgh National Golf Club""",,"""287 Monier Rd""",Gibsonia,PA,15044,40.653121399999996,-79.8785265,2.5,8,1,golf lessons
81757,VC47Qv7AuiwqfWJDdquYBA,"""MyWay Mobile Storage of Pittsburgh""",,"""1200 Lebanon Rd, Ste 230""",West Mifflin,PA,15122,40.358498,-79.93709,5.0,4,1,home services
81775,L4r6klm7FG4QBbNe8gu5-A,"""The Commonplace Coffeehouse""",Squirrel Hill,"""5827 Forbes Ave""",Pittsburgh,PA,15217,40.4382656,-79.92195840000001,4.5,159,1,food
81777,abZl0QyTyMXNDCmuubuuFQ,"""Canonsburg Appliance Repair""",,"""101 Cavasina Dr""",Canonsburg,PA,15317,40.2631094,-80.1735129,1.5,3,1,local services
81778,DADaVHQpd7agQnrb_KpakA,"""Lilliput Play Homes""",,"""4125 Washington Rd""",Canonsburg,PA,15317,40.2635654,-80.13092940000001,4.0,3,1,shopping
81822,lo-GEcfXVGrDSDLtR5gI5w,"""Veltre's Pizza""",,"""1268 Brinton Rd""",Pittsburgh,PA,15221,40.422460799999996,-79.86496340000001,4.5,26,1,restaurants
81826,EWswCV97BBb0ezXRZhCoOQ,"""Café Phipps""",Oakland,"""1 Schenley Park""",Pittsburgh,PA,15213,40.4388866336,-79.94783858310001,3.5,39,1,botanical gardens
81892,kpwVYo1FS1qPI9S2v50RsA,"""McKee Closet Organizing""",Dormont,"""1403 McFarland Rd""",Pittsburgh,PA,15216,40.3895378,-80.0417942,5.0,3,1,personal assistants
81908,tIjoGxi2r6QvREucvQwZpA,"""The Dream BBQ""",Homewood,"""7600 N Braddock Ave""",Pittsburgh,PA,15208,40.453037664200004,-79.8911726475,4.5,26,1,barbeque
81923,m45zfHvLT8ZBzLij5yy_4g,"""Horvath Family Dentistry""",,"""734 W Ingomar Rd""",Pittsburgh,PA,15237,40.581654,-80.055094,4.0,4,1,general dentistry
81924,4OroXpaMbyiFCMeaIbW9fg,"""Troubleshooters""",,"""3001 Babcock Blvd""",Pittsburgh,PA,15237,40.5146264,-80.0075875,3.5,3,1,automotive
81926,Ajld7KqDTC49YbJZju7iew,"""Nadia Salon""",Shadyside,"""5519 Walnut St""",Pittsburgh,PA,15232,40.4514844,-79.93315729999999,4.0,44,1,threading services
81927,2VtZvvvNWQkbHp91BvC1cQ,"""Churn""",,"""5330 William Flynn Hwy""",Gibsonia,PA,15044,40.6170650554,-79.945829697,4.5,54,1,coffee & tea
81947,C8ZalhRwPQIZ7gMyxoyToA,"""Kim's Nails""",,"""1701 Lincoln Hwy""",North Versailles,PA,15137,40.371097329099996,-79.7857681778,4.0,4,1,nail salons
81961,w38PioYrJYGuEa90FVSBTQ,"""Molnar's Rudy Service Center""",Friendship,"""5500 Baum Blvd""",Pittsburgh,PA,15232,40.4572144,-79.93636590000001,3.0,4,1,gas stations
81972,faTB5Lg-blm8MG-y6KUOrg,"""Verona Village Inn""",,"""551 Wildwood Ave""",Verona,PA,15147,40.5024345,-79.8379415,4.5,67,1,seafood
81979,ejaUQ1hYo7Q7xCL1HdPINw,"""Church Brew Works""",Lawrenceville,"""3525 Liberty Ave""",Pittsburgh,PA,15201,40.4622408,-79.9643931,3.5,902,1,food
82021,jCTP36Pg2jYMdLgQM_Jt2Q,"""Woehler Landscaping""",,"""1527 Hollywood Dr""",Pittsburgh,PA,15235,40.452359799999996,-79.8571907,3.5,3,1,landscaping
82032,HfOQdfvijWVWMFgMIhVuBA,"""Tootie's Famous Italian Beef""",South Side,"""93 S 16th St""",Pittsburgh,PA,15203,40.4286795,-79.9826032,4.0,99,1,caterers
82035,KR89_v-jKxf4_l8h8k4jyQ,"""Paddy Cake Bakery""",Bloomfield,"""4763 Liberty Ave""",Pittsburgh,PA,15224,40.4611862,-79.9477047,3.5,43,1,food
82041,i9PvhEWhnu6V7luIKeuf0w,"""Decked Out""",South Side,"""""",Pittsburgh,PA,15203,40.4293034,-79.9724245,5.0,3,1,contractors
82043,vMt33XElVfSFDB3yMY8-0Q,"""Golden Fingers Spa""",,"""460 Cochran Rd""",Pittsburgh,PA,15228,40.383053600000004,-80.05277640000001,3.0,6,1,massage
82051,89_qI6EgDCVvWPs93aFPzQ,"""Mad Science of Pittsburgh""",Etna,"""100 Hafner Ave""",Pittsburgh,PA,15215,40.4941766,-79.9397319,3.5,3,1,summer camps
82087,pag2lcEUG75Uv4FAdcPpMQ,"""Massage Envy - Wexford""",,"""1500 Village Run Rd""",Wexford,PA,15090,40.633541495100005,-80.0575719588,4.0,7,1,massage therapy
82098,v7BZerYz7SjmECxq0zmJEQ,"""Sofranko Kenneth M DMD""",,"""928 Brodhead Rd""",Coraopolis,PA,15108,40.517886700000005,-80.2216922,5.0,3,1,general dentistry
82147,Mge7Po2C7ODeIYcaz9s_LQ,"""Steubenville Pike Auto Body""",,"""6112 Steubenville Pike""",Robinson Township,PA,15136,40.444933,-80.14605999999999,2.5,10,1,body shops
82150,WDFssM9RlBSOg_K0xj9lrA,"""Los Sabrosos Dance Co""",Garfield,"""4909 Penn Ave""",Pittsburgh,PA,15224,40.4654033,-79.94484709999999,4.0,4,1,nightlife
82177,1l-7nZDdSnSU-CLHDEkSVg,"""D & M Nails""",Squirrel Hill,"""2711 Murray Ave""",Pittsburgh,PA,15217,40.4284411,-79.9242875,4.0,32,1,nail salons
82204,xqbezDPlrz4NyPL6B3DPUg,"""Deer Creek Winery""",,"""711 Providence Blvd""",McCandless,PA,15237,40.5699493,-80.02140820000001,3.5,6,1,arts & entertainment
82215,ZfCzpZNYSWeA3Ouku2eqlA,"""Pizza Hut""",,"""4001 Main St""",Munhall,PA,15120,40.382208500000004,-79.9046225,1.5,3,1,chicken wings
82217,_PDPTThF-af-kELmnUgVZg,"""UPMC Urgent Care - Wexford""",,"""11360 Perry Hwy""",Wexford,PA,15090,40.623009,-80.052983,4.0,5,1,health & medical
82270,56ONF1hwZIl9_m9p9JY9Wg,"""MedExpress Urgent Care""",,"""3433 William Penn Hwy""",Pittsburgh,PA,15235,40.4293442,-79.8127906,3.0,5,1,health & medical
82272,YU7KZJP0LsLcvU4eIHhtfw,"""Hunan Wok Chinese Restaurant""",,"""1822 Homeville Rd""",West Mifflin,PA,15122,40.3736775,-79.8737336,3.5,5,1,chinese
82291,f9Jspd8aJ7GMMMH1Oianaw,"""Napoli Restaurant""",,"""1155 Washington Pike""",Bridgeville,PA,15017,40.368649,-80.102448,3.5,5,1,restaurants
82292,KWYZJbxBioJwsxJysdUG9g,"""Earl's Dairy Whip""",,"""1061 Clay Pike""",Irwin,PA,15642,40.3177273,-79.7314733,4.0,4,1,food
82330,K8M3OeFCcAnxuxtTc0BQrQ,"""The Milk Shake Factory""",South Side,"""1705 E Carson St""",Pittsburgh,PA,15203,40.429028,-79.9817237,4.0,209,1,desserts
82376,wJWTnP5u90v_kHqVVVPyWQ,"""Batteries Plus Bulbs""",,"""3912 Library Rd""",Castle Shannon,PA,15234,40.363719200000006,-80.0268327,3.5,3,1,mobile phone repair
82391,wjHw2vCIfu17exRWpFwk4g,"""Katie's Kandy""",Downtown,"""120 Fifth Ave""",Pittsburgh,PA,15222,40.441812946300004,-80.00304524239999,3.5,6,1,food
82429,sBthAajzMeUQMM5dshPS_w,"""ifixnmore""",,"""4035 William Penn Hwy""",Monroeville,PA,15146,40.4388253171,-79.7712399238,4.5,4,1,electronics
82430,S0ux3295LLwtMvEiyE9hZA,"""Nails88""",,"""4968 Libary Rd""",Bethel Park,PA,15102,40.3436408,-80.02696999999999,2.0,3,1,nail salons
82480,DAjkpKbBKYp6_2yGxJJ5Xg,"""Mosites Motorsports""",,"""1701 Lincoln Hwy""",North Versailles,PA,15137,40.3290105615,-79.7315597534,2.5,12,1,automotive
